timestamp_utc,glucose_mg_dl,tag,source
2026-01-25T10:30:00Z,131,lunch,simulated
2026-01-25T11:00:00Z,133,lunch,simulated
2026-01-25T11:30:00Z,130,lunch,simulated
2026-01-25T12:00:00Z,117,lunch,simulated
2026-01-25T12:30:00Z,101,lunch,simulated
2026-01-25T13:00:00Z,97,lunch,simulated
2026-01-25T13:30:00Z,101,snack_pm,simulated
2026-01-25T14:00:00Z,107,snack_pm,simulated
2026-01-25T14:30:00Z,110,snack_pm,simulated
2026-01-25T15:00:00Z,103,dinner,simulated
2026-01-25T15:30:00Z,101,dinner,simulated
2026-01-25T16:00:00Z,113,dinner,simulated
2026-01-25T16:30:00Z,125,dinner,simulated
2026-01-25T17:00:00Z,138,dinner,simulated
2026-01-25T17:30:00Z,130,dinner,simulated
2026-01-25T18:00:00Z,114,dinner,simulated
2026-01-25T18:30:00Z,103,dinner,simulated
2026-01-25T19:00:00Z,103,snack_pm2,simulated
2026-01-25T19:30:00Z,103,snack_pm2,simulated
2026-01-25T20:00:00Z,93,snack_pm2,simulated
2026-01-25T20:30:00Z,96,snack_pm2,simulated
2026-01-25T21:00:00Z,86,snack_pm2,simulated
2026-01-25T21:30:00Z,86,snack_pm2,simulated
2026-01-25T22:00:00Z,85,breakfast,simulated
2026-01-25T22:30:00Z,84,breakfast,simulated
2026-01-25T23:00:00Z,83,breakfast,simulated
2026-01-25T23:30:00Z,81,breakfast,simulated
2026-01-26T00:00:00Z,85,breakfast,simulated
2026-01-26T00:30:00Z,81,breakfast,simulated
2026-01-26T01:00:00Z,75,breakfast,simulated
2026-01-26T01:30:00Z,76,breakfast,simulated
2026-01-26T02:00:00Z,82,breakfast,simulated
2026-01-26T02:30:00Z,87,breakfast,simulated
2026-01-26T03:00:00Z,88,breakfast,simulated
2026-01-26T03:30:00Z,88,breakfast,simulated
2026-01-26T04:00:00Z,90,breakfast,simulated
2026-01-26T04:30:00Z,93,breakfast,simulated
2026-01-26T05:00:00Z,109,breakfast,simulated
2026-01-26T05:30:00Z,128,breakfast,simulated
2026-01-26T06:00:00Z,129,breakfast,simulated
2026-01-26T06:30:00Z,128,breakfast,simulated
2026-01-26T07:00:00Z,109,breakfast,simulated
2026-01-26T07:30:00Z,103,breakfast,simulated
2026-01-26T08:00:00Z,111,snack_am,simulated
2026-01-26T08:30:00Z,113,snack_am,simulated
2026-01-26T09:00:00Z,115,snack_am,simulated
2026-01-26T09:30:00Z,111,lunch,simulated
2026-01-26T10:00:00Z,119,lunch,simulated
2026-01-26T10:30:00Z,132,lunch,simulated
2026-01-26T11:00:00Z,136,lunch,simulated
2026-01-26T11:30:00Z,129,lunch,simulated
2026-01-26T12:00:00Z,119,lunch,simulated
2026-01-26T12:30:00Z,109,lunch,simulated
2026-01-26T13:00:00Z,100,lunch,simulated
2026-01-26T13:30:00Z,107,snack_pm,simulated
2026-01-26T14:00:00Z,110,snack_pm,simulated
2026-01-26T14:30:00Z,98,snack_pm,simulated
2026-01-26T15:00:00Z,100,dinner,simulated
2026-01-26T15:30:00Z,102,dinner,simulated
2026-01-26T16:00:00Z,118,dinner,simulated
2026-01-26T16:30:00Z,124,dinner,simulated
2026-01-26T17:00:00Z,132,dinner,simulated
2026-01-26T17:30:00Z,128,dinner,simulated
2026-01-26T18:00:00Z,117,dinner,simulated
2026-01-26T18:30:00Z,105,dinner,simulated
2026-01-26T19:00:00Z,103,snack_pm2,simulated
2026-01-26T19:30:00Z,105,snack_pm2,simulated
2026-01-26T20:00:00Z,90,snack_pm2,simulated
2026-01-26T20:30:00Z,90,snack_pm2,simulated
2026-01-26T21:00:00Z,89,snack_pm2,simulated
2026-01-26T21:30:00Z,83,snack_pm2,simulated
2026-01-26T22:00:00Z,86,breakfast,simulated
2026-01-26T22:30:00Z,81,breakfast,simulated
2026-01-26T23:00:00Z,87,breakfast,simulated
2026-01-26T23:30:00Z,85,breakfast,simulated
2026-01-27T00:00:00Z,82,breakfast,simulated
2026-01-27T00:30:00Z,81,breakfast,simulated
2026-01-27T01:00:00Z,81,breakfast,simulated
2026-01-27T01:30:00Z,84,breakfast,simulated
2026-01-27T02:00:00Z,83,breakfast,simulated
2026-01-27T02:30:00Z,85,breakfast,simulated
2026-01-27T03:00:00Z,87,breakfast,simulated
2026-01-27T03:30:00Z,95,breakfast,simulated
2026-01-27T04:00:00Z,95,breakfast,simulated
2026-01-27T04:30:00Z,99,breakfast,simulated
2026-01-27T05:00:00Z,106,breakfast,simulated
2026-01-27T05:30:00Z,123,breakfast,simulated
2026-01-27T06:00:00Z,134,breakfast,simulated
2026-01-27T06:30:00Z,124,breakfast,simulated
2026-01-27T07:00:00Z,116,breakfast,simulated
2026-01-27T07:30:00Z,103,breakfast,simulated
2026-01-27T08:00:00Z,111,snack_am,simulated
2026-01-27T08:30:00Z,116,snack_am,simulated
2026-01-27T09:00:00Z,110,snack_am,simulated
2026-01-27T09:30:00Z,113,lunch,simulated
2026-01-27T10:00:00Z,119,lunch,simulated
2026-01-27T10:30:00Z,135,lunch,simulated
2026-01-27T11:00:00Z,131,lunch,simulated
2026-01-27T11:30:00Z,134,lunch,simulated
2026-01-27T12:00:00Z,110,lunch,simulated
2026-01-27T12:30:00Z,108,lunch,simulated
2026-01-27T13:00:00Z,97,lunch,simulated
2026-01-27T13:30:00Z,105,snack_pm,simulated
2026-01-27T14:00:00Z,112,snack_pm,simulated
2026-01-27T14:30:00Z,111,snack_pm,simulated
2026-01-27T15:00:00Z,106,dinner,simulated
2026-01-27T15:30:00Z,106,dinner,simulated
2026-01-27T16:00:00Z,120,dinner,simulated
2026-01-27T16:30:00Z,128,dinner,simulated
2026-01-27T17:00:00Z,131,dinner,simulated
2026-01-27T17:30:00Z,133,dinner,simulated
2026-01-27T18:00:00Z,112,dinner,simulated
2026-01-27T18:30:00Z,106,dinner,simulated
2026-01-27T19:00:00Z,104,snack_pm2,simulated
2026-01-27T19:30:00Z,106,snack_pm2,simulated
2026-01-27T20:00:00Z,98,snack_pm2,simulated
2026-01-27T20:30:00Z,89,snack_pm2,simulated
2026-01-27T21:00:00Z,84,snack_pm2,simulated
2026-01-27T21:30:00Z,85,snack_pm2,simulated
2026-01-27T22:00:00Z,83,breakfast,simulated
2026-01-27T22:30:00Z,84,breakfast,simulated
2026-01-27T23:00:00Z,84,breakfast,simulated
2026-01-27T23:30:00Z,83,breakfast,simulated
2026-01-28T00:00:00Z,78,breakfast,simulated
2026-01-28T00:30:00Z,81,breakfast,simulated
2026-01-28T01:00:00Z,78,breakfast,simulated
2026-01-28T01:30:00Z,84,breakfast,simulated
2026-01-28T02:00:00Z,81,breakfast,simulated
2026-01-28T02:30:00Z,81,breakfast,simulated
2026-01-28T03:00:00Z,81,breakfast,simulated
2026-01-28T03:30:00Z,87,breakfast,simulated
2026-01-28T04:00:00Z,86,breakfast,simulated
2026-01-28T04:30:00Z,102,breakfast,simulated
2026-01-28T05:00:00Z,112,breakfast,simulated
2026-01-28T05:30:00Z,119,breakfast,simulated
2026-01-28T06:00:00Z,131,breakfast,simulated
2026-01-28T06:30:00Z,123,breakfast,simulated
2026-01-28T07:00:00Z,114,breakfast,simulated
2026-01-28T07:30:00Z,105,breakfast,simulated
2026-01-28T08:00:00Z,107,snack_am,simulated
2026-01-28T08:30:00Z,113,snack_am,simulated
2026-01-28T09:00:00Z,104,snack_am,simulated
2026-01-28T09:30:00Z,109,lunch,simulated
2026-01-28T10:00:00Z,118,lunch,simulated
2026-01-28T10:30:00Z,133,lunch,simulated
2026-01-28T11:00:00Z,139,lunch,simulated
2026-01-28T11:30:00Z,130,lunch,simulated
2026-01-28T12:00:00Z,113,lunch,simulated
2026-01-28T12:30:00Z,111,lunch,simulated
2026-01-28T13:00:00Z,97,lunch,simulated
2026-01-28T13:30:00Z,102,snack_pm,simulated
2026-01-28T14:00:00Z,108,snack_pm,simulated
2026-01-28T14:30:00Z,102,snack_pm,simulated
2026-01-28T15:00:00Z,96,dinner,simulated
2026-01-28T15:30:00Z,105,dinner,simulated
2026-01-28T16:00:00Z,119,dinner,simulated
2026-01-28T16:30:00Z,132,dinner,simulated
2026-01-28T17:00:00Z,136,dinner,simulated
2026-01-28T17:30:00Z,128,dinner,simulated
2026-01-28T18:00:00Z,120,dinner,simulated
2026-01-28T18:30:00Z,104,dinner,simulated
2026-01-28T19:00:00Z,105,snack_pm2,simulated
2026-01-28T19:30:00Z,102,snack_pm2,simulated
2026-01-28T20:00:00Z,99,snack_pm2,simulated
2026-01-28T20:30:00Z,87,snack_pm2,simulated
2026-01-28T21:00:00Z,84,snack_pm2,simulated
2026-01-28T21:30:00Z,86,snack_pm2,simulated
2026-01-28T22:00:00Z,83,breakfast,simulated
2026-01-28T22:30:00Z,85,breakfast,simulated
2026-01-28T23:00:00Z,75,outlier_low,simulated
2026-01-28T23:30:00Z,80,breakfast,simulated
2026-01-29T00:00:00Z,82,breakfast,simulated
2026-01-29T00:30:00Z,86,breakfast,simulated
2026-01-29T01:00:00Z,80,breakfast,simulated
2026-01-29T01:30:00Z,86,breakfast,simulated
2026-01-29T02:00:00Z,86,breakfast,simulated
2026-01-29T02:30:00Z,85,breakfast,simulated
2026-01-29T03:00:00Z,90,breakfast,simulated
2026-01-29T03:30:00Z,83,breakfast,simulated
2026-01-29T04:00:00Z,90,breakfast,simulated
2026-01-29T04:30:00Z,102,breakfast,simulated
2026-01-29T05:00:00Z,110,breakfast,simulated
2026-01-29T05:30:00Z,124,breakfast,simulated
2026-01-29T06:00:00Z,137,breakfast,simulated
2026-01-29T06:30:00Z,129,breakfast,simulated
2026-01-29T07:00:00Z,118,breakfast,simulated
2026-01-29T07:30:00Z,109,breakfast,simulated
2026-01-29T08:00:00Z,111,snack_am,simulated
2026-01-29T08:30:00Z,120,snack_am,simulated
2026-01-29T09:00:00Z,113,snack_am,simulated
2026-01-29T09:30:00Z,112,lunch,simulated
2026-01-29T10:00:00Z,120,lunch,simulated
2026-01-29T10:30:00Z,132,lunch,simulated
2026-01-29T11:00:00Z,138,lunch,simulated
2026-01-29T11:30:00Z,131,lunch,simulated
2026-01-29T12:00:00Z,117,lunch,simulated
2026-01-29T12:30:00Z,108,lunch,simulated
2026-01-29T13:00:00Z,105,lunch,simulated
2026-01-29T13:30:00Z,106,snack_pm,simulated
2026-01-29T14:00:00Z,112,snack_pm,simulated
2026-01-29T14:30:00Z,110,snack_pm,simulated
2026-01-29T15:00:00Z,102,dinner,simulated
2026-01-29T15:30:00Z,106,dinner,simulated
2026-01-29T16:00:00Z,118,dinner,simulated
2026-01-29T16:30:00Z,132,dinner,simulated
2026-01-29T17:00:00Z,134,dinner,simulated
2026-01-29T17:30:00Z,131,dinner,simulated
2026-01-29T18:00:00Z,112,dinner,simulated
2026-01-29T18:30:00Z,106,dinner,simulated
2026-01-29T19:00:00Z,105,snack_pm2,simulated
2026-01-29T19:30:00Z,104,snack_pm2,simulated
2026-01-29T20:00:00Z,97,snack_pm2,simulated
2026-01-29T20:30:00Z,89,snack_pm2,simulated
2026-01-29T21:00:00Z,93,snack_pm2,simulated
2026-01-29T21:30:00Z,89,snack_pm2,simulated
2026-01-29T22:00:00Z,87,breakfast,simulated
2026-01-29T22:30:00Z,86,breakfast,simulated
2026-01-29T23:00:00Z,83,breakfast,simulated
2026-01-29T23:30:00Z,76,breakfast,simulated
2026-01-30T00:00:00Z,77,breakfast,simulated
2026-01-30T00:30:00Z,79,breakfast,simulated
2026-01-30T01:00:00Z,80,breakfast,simulated
2026-01-30T01:30:00Z,82,breakfast,simulated
2026-01-30T02:00:00Z,83,breakfast,simulated
2026-01-30T02:30:00Z,84,breakfast,simulated
2026-01-30T03:00:00Z,85,breakfast,simulated
2026-01-30T03:30:00Z,84,breakfast,simulated
2026-01-30T04:00:00Z,91,breakfast,simulated
2026-01-30T04:30:00Z,90,breakfast,simulated
2026-01-30T05:00:00Z,107,breakfast,simulated
2026-01-30T05:30:00Z,122,breakfast,simulated
2026-01-30T06:00:00Z,127,breakfast,simulated
2026-01-30T06:30:00Z,125,breakfast,simulated
2026-01-30T07:00:00Z,117,breakfast,simulated
2026-01-30T07:30:00Z,104,breakfast,simulated
2026-01-30T08:00:00Z,105,snack_am,simulated
2026-01-30T08:30:00Z,115,snack_am,simulated
2026-01-30T09:00:00Z,114,snack_am,simulated
2026-01-30T09:30:00Z,111,lunch,simulated
2026-01-30T10:00:00Z,117,lunch,simulated
2026-01-30T10:30:00Z,128,lunch,simulated
2026-01-30T11:00:00Z,135,lunch,simulated
2026-01-30T11:30:00Z,130,lunch,simulated
2026-01-30T12:00:00Z,120,lunch,simulated
2026-01-30T12:30:00Z,106,lunch,simulated
2026-01-30T13:00:00Z,103,lunch,simulated
2026-01-30T13:30:00Z,107,snack_pm,simulated
2026-01-30T14:00:00Z,109,snack_pm,simulated
2026-01-30T14:30:00Z,95,snack_pm,simulated
2026-01-30T15:00:00Z,95,dinner,simulated
2026-01-30T15:30:00Z,102,dinner,simulated
2026-01-30T16:00:00Z,116,dinner,simulated
2026-01-30T16:30:00Z,130,dinner,simulated
2026-01-30T17:00:00Z,131,dinner,simulated
2026-01-30T17:30:00Z,124,dinner,simulated
2026-01-30T18:00:00Z,118,dinner,simulated
2026-01-30T18:30:00Z,104,dinner,simulated
2026-01-30T19:00:00Z,99,snack_pm2,simulated
2026-01-30T19:30:00Z,101,snack_pm2,simulated
2026-01-30T20:00:00Z,97,snack_pm2,simulated
2026-01-30T20:30:00Z,90,snack_pm2,simulated
2026-01-30T21:00:00Z,82,snack_pm2,simulated
2026-01-30T21:30:00Z,87,snack_pm2,simulated
2026-01-30T22:00:00Z,90,breakfast,simulated
2026-01-30T22:30:00Z,84,breakfast,simulated
2026-01-30T23:00:00Z,84,breakfast,simulated
2026-01-30T23:30:00Z,83,breakfast,simulated
2026-01-31T00:00:00Z,84,breakfast,simulated
2026-01-31T00:30:00Z,84,breakfast,simulated
2026-01-31T01:00:00Z,83,breakfast,simulated
2026-01-31T01:30:00Z,81,breakfast,simulated
2026-01-31T02:00:00Z,81,breakfast,simulated
2026-01-31T02:30:00Z,84,breakfast,simulated
2026-01-31T03:00:00Z,88,breakfast,simulated
2026-01-31T03:30:00Z,82,breakfast,simulated
2026-01-31T04:00:00Z,92,breakfast,simulated
2026-01-31T04:30:00Z,102,breakfast,simulated
2026-01-31T05:00:00Z,112,breakfast,simulated
2026-01-31T05:30:00Z,127,breakfast,simulated
2026-01-31T06:00:00Z,133,breakfast,simulated
2026-01-31T06:30:00Z,127,breakfast,simulated
2026-01-31T07:00:00Z,111,breakfast,simulated
2026-01-31T07:30:00Z,103,breakfast,simulated
2026-01-31T08:00:00Z,109,snack_am,simulated
2026-01-31T08:30:00Z,110,snack_am,simulated
2026-01-31T09:00:00Z,113,snack_am,simulated
2026-01-31T09:30:00Z,110,lunch,simulated
2026-01-31T10:00:00Z,123,lunch,simulated
2026-01-31T10:30:00Z,128,lunch,simulated
2026-01-31T11:00:00Z,136,lunch,simulated
2026-01-31T11:30:00Z,130,lunch,simulated
2026-01-31T12:00:00Z,119,lunch,simulated
2026-01-31T12:30:00Z,104,lunch,simulated
2026-01-31T13:00:00Z,100,lunch,simulated
2026-01-31T13:30:00Z,105,snack_pm,simulated
2026-01-31T14:00:00Z,105,snack_pm,simulated
2026-01-31T14:30:00Z,103,snack_pm,simulated
2026-01-31T15:00:00Z,102,dinner,simulated
2026-01-31T15:30:00Z,107,dinner,simulated
2026-01-31T16:00:00Z,122,dinner,simulated
2026-01-31T16:30:00Z,132,dinner,simulated
2026-01-31T17:00:00Z,131,dinner,simulated
2026-01-31T17:30:00Z,127,dinner,simulated
2026-01-31T18:00:00Z,121,dinner,simulated
2026-01-31T18:30:00Z,105,dinner,simulated
2026-01-31T19:00:00Z,107,snack_pm2,simulated
2026-01-31T19:30:00Z,101,snack_pm2,simulated
2026-01-31T20:00:00Z,94,snack_pm2,simulated
2026-01-31T20:30:00Z,88,snack_pm2,simulated
2026-01-31T21:00:00Z,86,snack_pm2,simulated
2026-01-31T21:30:00Z,86,snack_pm2,simulated
2026-01-31T22:00:00Z,88,breakfast,simulated
2026-01-31T22:30:00Z,83,breakfast,simulated
2026-01-31T23:00:00Z,76,breakfast,simulated
2026-01-31T23:30:00Z,82,breakfast,simulated
2026-02-01T00:00:00Z,80,breakfast,simulated
2026-02-01T00:30:00Z,81,breakfast,simulated
2026-02-01T01:00:00Z,79,breakfast,simulated
2026-02-01T01:30:00Z,82,breakfast,simulated
2026-02-01T02:00:00Z,78,breakfast,simulated
2026-02-01T02:30:00Z,83,breakfast,simulated
2026-02-01T03:00:00Z,83,breakfast,simulated
2026-02-01T03:30:00Z,86,breakfast,simulated
2026-02-01T04:00:00Z,85,breakfast,simulated
2026-02-01T04:30:00Z,97,breakfast,simulated
2026-02-01T05:00:00Z,110,breakfast,simulated
2026-02-01T05:30:00Z,119,breakfast,simulated
2026-02-01T06:00:00Z,144,outlier_high,simulated
2026-02-01T06:30:00Z,125,breakfast,simulated
2026-02-01T07:00:00Z,117,breakfast,simulated
2026-02-01T07:30:00Z,108,breakfast,simulated
2026-02-01T08:00:00Z,105,snack_am,simulated
2026-02-01T08:30:00Z,110,snack_am,simulated
2026-02-01T09:00:00Z,112,snack_am,simulated
2026-02-01T09:30:00Z,108,lunch,simulated
2026-02-01T10:00:00Z,125,lunch,simulated
2026-02-01T10:30:00Z,129,lunch,simulated
2026-02-01T11:00:00Z,128,lunch,simulated
2026-02-01T11:30:00Z,123,lunch,simulated
2026-02-01T12:00:00Z,117,lunch,simulated
2026-02-01T12:30:00Z,107,lunch,simulated
2026-02-01T13:00:00Z,102,lunch,simulated
2026-02-01T13:30:00Z,106,snack_pm,simulated
2026-02-01T14:00:00Z,105,snack_pm,simulated
2026-02-01T14:30:00Z,104,snack_pm,simulated
2026-02-01T15:00:00Z,101,dinner,simulated
2026-02-01T15:30:00Z,111,dinner,simulated
2026-02-01T16:00:00Z,123,dinner,simulated
2026-02-01T16:30:00Z,129,dinner,simulated
2026-02-01T17:00:00Z,133,dinner,simulated
2026-02-01T17:30:00Z,133,dinner,simulated
2026-02-01T18:00:00Z,114,dinner,simulated
2026-02-01T18:30:00Z,104,dinner,simulated
2026-02-01T19:00:00Z,105,snack_pm2,simulated
2026-02-01T19:30:00Z,101,snack_pm2,simulated
2026-02-01T20:00:00Z,93,snack_pm2,simulated
2026-02-01T20:30:00Z,90,snack_pm2,simulated
2026-02-01T21:00:00Z,85,snack_pm2,simulated
2026-02-01T21:30:00Z,86,snack_pm2,simulated
2026-02-01T22:00:00Z,84,breakfast,simulated
2026-02-01T22:30:00Z,78,breakfast,simulated
2026-02-01T23:00:00Z,84,breakfast,simulated
2026-02-01T23:30:00Z,88,breakfast,simulated
2026-02-02T00:00:00Z,80,breakfast,simulated
2026-02-02T00:30:00Z,82,breakfast,simulated
2026-02-02T01:00:00Z,79,breakfast,simulated
2026-02-02T01:30:00Z,82,breakfast,simulated
2026-02-02T02:00:00Z,85,breakfast,simulated
2026-02-02T02:30:00Z,77,breakfast,simulated
2026-02-02T03:00:00Z,77,breakfast,simulated
2026-02-02T03:30:00Z,90,breakfast,simulated
2026-02-02T04:00:00Z,93,breakfast,simulated
2026-02-02T04:30:00Z,99,breakfast,simulated
2026-02-02T05:00:00Z,107,breakfast,simulated
2026-02-02T05:30:00Z,119,breakfast,simulated
2026-02-02T06:00:00Z,131,breakfast,simulated
2026-02-02T06:30:00Z,127,breakfast,simulated
2026-02-02T07:00:00Z,115,breakfast,simulated
2026-02-02T07:30:00Z,111,breakfast,simulated
2026-02-02T08:00:00Z,117,snack_am,simulated
2026-02-02T08:30:00Z,115,snack_am,simulated
2026-02-02T09:00:00Z,108,snack_am,simulated
2026-02-02T09:30:00Z,108,lunch,simulated
2026-02-02T10:00:00Z,118,lunch,simulated
2026-02-02T10:30:00Z,131,lunch,simulated
2026-02-02T11:00:00Z,135,lunch,simulated
2026-02-02T11:30:00Z,129,lunch,simulated
2026-02-02T12:00:00Z,112,lunch,simulated
2026-02-02T12:30:00Z,106,lunch,simulated
2026-02-02T13:00:00Z,104,lunch,simulated
2026-02-02T13:30:00Z,107,snack_pm,simulated
2026-02-02T14:00:00Z,109,snack_pm,simulated
2026-02-02T14:30:00Z,105,snack_pm,simulated
2026-02-02T15:00:00Z,104,dinner,simulated
2026-02-02T15:30:00Z,106,dinner,simulated
2026-02-02T16:00:00Z,122,dinner,simulated
2026-02-02T16:30:00Z,127,dinner,simulated
2026-02-02T17:00:00Z,132,dinner,simulated
2026-02-02T17:30:00Z,134,dinner,simulated
2026-02-02T18:00:00Z,118,dinner,simulated
2026-02-02T18:30:00Z,104,dinner,simulated
2026-02-02T19:00:00Z,101,snack_pm2,simulated
2026-02-02T19:30:00Z,105,snack_pm2,simulated
2026-02-02T20:00:00Z,95,snack_pm2,simulated
2026-02-02T20:30:00Z,92,snack_pm2,simulated
2026-02-02T21:00:00Z,93,snack_pm2,simulated
2026-02-02T21:30:00Z,86,snack_pm2,simulated
2026-02-02T22:00:00Z,89,breakfast,simulated
2026-02-02T22:30:00Z,86,breakfast,simulated
2026-02-02T23:00:00Z,85,breakfast,simulated
2026-02-02T23:30:00Z,80,breakfast,simulated
2026-02-03T00:00:00Z,81,breakfast,simulated
2026-02-03T00:30:00Z,78,breakfast,simulated
2026-02-03T01:00:00Z,82,breakfast,simulated
2026-02-03T01:30:00Z,82,breakfast,simulated
2026-02-03T02:00:00Z,88,breakfast,simulated
2026-02-03T02:30:00Z,83,breakfast,simulated
2026-02-03T03:00:00Z,85,breakfast,simulated
2026-02-03T03:30:00Z,95,breakfast,simulated
2026-02-03T04:00:00Z,92,breakfast,simulated
2026-02-03T04:30:00Z,95,breakfast,simulated
2026-02-03T05:00:00Z,110,breakfast,simulated
2026-02-03T05:30:00Z,119,breakfast,simulated
2026-02-03T06:00:00Z,133,breakfast,simulated
2026-02-03T06:30:00Z,124,breakfast,simulated
2026-02-03T07:00:00Z,108,breakfast,simulated
2026-02-03T07:30:00Z,107,breakfast,simulated
2026-02-03T08:00:00Z,110,snack_am,simulated
2026-02-03T08:30:00Z,116,snack_am,simulated
2026-02-03T09:00:00Z,112,snack_am,simulated
2026-02-03T09:30:00Z,108,lunch,simulated
2026-02-03T10:00:00Z,115,lunch,simulated
2026-02-03T10:30:00Z,133,lunch,simulated
2026-02-03T11:00:00Z,134,lunch,simulated
2026-02-03T11:30:00Z,130,lunch,simulated
2026-02-03T12:00:00Z,117,lunch,simulated
2026-02-03T12:30:00Z,106,lunch,simulated
2026-02-03T13:00:00Z,94,lunch,simulated
2026-02-03T13:30:00Z,102,snack_pm,simulated
2026-02-03T14:00:00Z,103,snack_pm,simulated
2026-02-03T14:30:00Z,104,snack_pm,simulated
2026-02-03T15:00:00Z,104,dinner,simulated
2026-02-03T15:30:00Z,100,dinner,simulated
2026-02-03T16:00:00Z,119,dinner,simulated
2026-02-03T16:30:00Z,136,dinner,simulated
2026-02-03T17:00:00Z,129,dinner,simulated
2026-02-03T17:30:00Z,128,dinner,simulated
2026-02-03T18:00:00Z,116,dinner,simulated
2026-02-03T18:30:00Z,100,dinner,simulated
2026-02-03T19:00:00Z,104,snack_pm2,simulated
2026-02-03T19:30:00Z,101,snack_pm2,simulated
2026-02-03T20:00:00Z,94,snack_pm2,simulated
2026-02-03T20:30:00Z,91,snack_pm2,simulated
2026-02-03T21:00:00Z,87,snack_pm2,simulated
2026-02-03T21:30:00Z,83,snack_pm2,simulated
2026-02-03T22:00:00Z,87,breakfast,simulated
2026-02-03T22:30:00Z,83,breakfast,simulated
2026-02-03T23:00:00Z,78,breakfast,simulated
2026-02-03T23:30:00Z,85,breakfast,simulated
2026-02-04T00:00:00Z,85,breakfast,simulated
2026-02-04T00:30:00Z,79,breakfast,simulated
2026-02-04T01:00:00Z,74,breakfast,simulated
2026-02-04T01:30:00Z,80,breakfast,simulated
2026-02-04T02:00:00Z,82,breakfast,simulated
